,date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO,company,review_title_None,cons_use strengths lacked appropriate tools training specialized projects advice management mandating disability leave force employee workplace illegal use strengths lacked appropriate tools training specialized projects advice management mandating disability leave force employee workplace illegal,pros_None,advice_to_mgmt_mandating disability leave force employee workplace illegal mandating disability leave force employee workplace illegal
2209,Thu Dec 26 2019,Anonymous,,Current Employee ,,15,,idea customers want not contribute heck diversity inclusion practice analyze women engineers idea customers want not contribute heck diversity inclusion practice analyze women engineers unhappy,idea customers want not contribute heck diversity inclusion practice analyze women engineers idea customers want not contribute heck diversity inclusion practice analyze women engineers unhappy,1.0,4.0,2.0,2.0,1.0,1.0,Neutral Outlook,,Disapproves of CEO,Red Hat,0.0,-0.296,0.0,-0.296
2210,Wed Sep 25 2019, Customer Success Manager,"New York, NY",Former Employee ,,0,community based meritocracy inclusion great leaders support team members well,,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Red Hat,0.0,0.0,0.8591,0.0
2211,Wed Jan 09 2019, Software Engineer,"Raleigh, NC",Current Employee ,disappointing maternity leave,14,,maternity leave use another look light far behind uncomfortable question interview process fathers get 9 weeks birthing mothers get 12 man soon listing forces ask uncomfortable question interview process fathers get 9 weeks birthing mothers get,perhaps consider evaluating maternity leave policy also include maternity leave public benefits list,3.0,4.0,1.0,2.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Approves of CEO,Red Hat,-0.5267,-0.6597,0.0,0.296
2212,Fri Oct 26 2018,Anonymous,,Current Employee ,,21,,future quarters executive management exceeds goals reps suffer harassment threats vs leadership upper management advice management,,2.0,2.0,2.0,2.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Red Hat,0.0,-0.8689,0.0,0.0
2213,Fri Aug 31 2018,Anonymous,,Current Employee ,diversity joke red hat,36,,hoopla diversity joke need white white male,anonymous internal hotline sfdc cisco ca ibm hpe other's handles diversity not pretend pr red hat paints diversity via ivory,1.0,1.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Neutral Outlook,Approves of CEO,Red Hat,0.296,0.296,0.0,0.0762
2214,Sun Jul 22 2018,Anonymous,,Former Employee ,,16,,great results really means you’re terrible job diversity ignoring 30 you’re less transparent diversity,great results really means you’re terrible job diversity ignoring 30 you’re less transparent diversity,2.0,5.0,1.0,2.0,2.0,2.0,Doesn't Recommend,Positive Outlook,No opinion of CEO,Red Hat,0.0,-0.2415,0.0,-0.2415
2215,Sat Mar 10 2018,Anonymous,,Current Employee ,paternity leave passively discouraged,5,,engineering management passive aggressive associates taking 6 week paternity leave benefit says face directly,,4.0,3.0,4.0,5.0,3.0,3.0,Approves of CEO,,,Red Hat,-0.5574,0.4588,0.0,0.0
2216,Wed Dec 13 2017,Anonymous,,Current Employee ,,4,,backed data publish company's job site 3 percent black company wide 0 management levels open organization week diversity backed data publish company's job site,,4.0,5.0,5.0,5.0,3.0,3.0,Recommends,Positive Outlook,Approves of CEO,Red Hat,0.0,0.0516,0.0,0.0
2217,Fri Dec 23 2016, Manager,,Current Employee ,,27,,company soon proven right dec 21 2016 management must reject consultant based groupthink ideas apply right solutions company,company soon proven right dec 21 2016 management must reject consultant based groupthink ideas apply right solutions company,3.0,4.0,3.0,2.0,3.0,2.0,Doesn't Recommend,Negative Outlook,Approves of CEO,Red Hat,0.0,-0.25,0.0,-0.25
2218,Wed Jan 11 2017,,"Lafayette, CA"," in Lafayette, CA",,0,,incredibly male oriented not diversity advice management get new products sold,,4.0,4.0,4.0,3.0,4.0,4.0,Recommends,Neutral Outlook,Approves of CEO,Red Hat,0.0,0.0,0.0,0.0
2219,Wed Oct 05 2016, Enterprise Account Executive,"San Jose, CA",Former Employee ,bad women storage sales harassment,21,,management take harassment complaints seriously especially pertaining executive staff members improve diversity emerging products storage business unit hire executives respect people hostile work environment women team advice management take harassment complaints seriously especially pertaining executive staff members improve diversity,take harassment complaints seriously especially pertaining executive staff members improve diversity emerging products storage business unit hire executives respect people take harassment complaints seriously especially pertaining executive staff members improve diversity,1.0,2.0,1.0,2.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Approves of CEO,Red Hat,-0.7906,-0.8176,0.0,-0.7096
2220,Mon Aug 15 2016, Senior Technical Account Manager,"Raleigh, NC",Former Employee ,,1,,lack true diversity widely approved really stands ranks,diversity documented practice needs revised dedicated,4.0,3.0,3.0,4.0,3.0,3.0,Recommends,Positive Outlook,Approves of CEO,Red Hat,0.0,0.5106,0.0,0.4588
2221,Fri Jul 24 2015,Anonymous,"Raleigh, NC",Current Employee ,,11,lockers wellness nursing rooms rooms available several floors nursing mothers anyone needs time parking garage never,,,4.0,5.0,5.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,Red Hat,0.0,0.0,0.4404,0.0
2222,Mon Jun 01 2015,Anonymous,,Current Employee ,,9,,org field inside sales not hit gender discrimination lawsuit? sales calls org field inside sales not hit gender discrimination lawsuit? sales calls sales org field inside sales not hit gender discrimination lawsuit? sales calls,empower female associates sales org enforce policies prevent gender discrimination ensure workplace corporation not animal empower female associates sales org enforce policies prevent gender discrimination ensure workplace corporation not animal recruit empower female associates sales org enforce policies prevent gender discrimination ensure workplace corporation not,2.0,3.0,1.0,2.0,2.0,1.0,Doesn't Recommend,Positive Outlook,No opinion of CEO,Red Hat,0.0,-0.6416,0.0,0.7964
2223,Sat Dec 06 2014, Program Manager,"Westford, MA",Current Employee ,,8,,people whose progress based ability talent class privilege wealth advice management live claim live don't,,4.0,3.0,3.0,3.0,3.0,2.0,Recommends,Positive Outlook,Approves of CEO,Red Hat,0.0,0.9118,0.0,0.0
2224,Sun Jun 08 2014, Sales Analyst,"Raleigh, NC",Current Employee ,,13,tolerant sexual orientation race decent compensation developers great open source culture frequent,,,4.0,3.0,3.0,3.0,3.0,3.0,Recommends,Neutral Outlook,No opinion of CEO,Red Hat,0.0,0.0,0.7351,0.0
2225,Mon Oct 22 2012, Manager,"Westford, MA",Current Employee ,,9,open source still growing company lots opportunities lots offices sex appeal tech circles,,,2.0,4.0,1.0,2.0,3.0,2.0,Recommends,Positive Outlook,No opinion of CEO,Red Hat,0.0,0.0,0.5106,0.0
2226,Thu Mar 24 2011,,"Westford, MA","User Experience in Westford, MA",,11,,guiding they're left feel inferior small vocal minority 'geniuses ' serious sensitivity training needed amongst associates,guiding they're left feel inferior small vocal minority 'geniuses ' serious sensitivity training needed amongst associates,2.0,3.0,2.0,3.0,4.0,,Doesn't Recommend,,Approves of CEO,Red Hat,0.0,-0.4588,0.0,-0.4588
2227,Sat Feb 06 2021, Software Engineer,Brno,Current Employee ,,0,culture benefits diversity inclusion life work balance open source,,,5.0,5.0,5.0,5.0,3.0,3.0,Recommends,Positive Outlook,Approves of CEO,Red Hat,0.0,0.0,0.3818,0.0
2228,Thu Apr 30 2020, Software Engineer,Brno,Former Employee ,,0,,companies special courses woman advice management treat everybody gender not thing,treat everybody gender not thing,4.0,4.0,4.0,4.0,3.0,4.0,Recommends,,Approves of CEO,Red Hat,0.0,0.6597,0.0,0.4019
2229,Fri Aug 23 2019, Marketing Director,"Dallas, TX",Former Employee ,,3,,diversity” guess keep hiring promoting women everywhere there’s diversity race culture thinking promoted someone manager c level,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Yum Brands,0.0,0.6486,0.0,0.0
2230,Sat Jul 13 2019, Marketing Manager,"Fort Lauderdale, FL",Current Employee ,,0,,balance better advice management keep culture alive promote diversity,keep culture alive promote diversity,4.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Yum Brands,0.0,0.7964,0.0,0.6369
2231,Wed Jan 17 2018,Anonymous,,Current Employee ,,0,something fun going team building understanding great vacation package maternity leaves well,,,5.0,5.0,5.0,3.0,3.0,3.0,Recommends,Positive Outlook,,Yum Brands,0.0,0.0,0.8591,0.0
2232,Mon Mar 06 2017,Anonymous,"Louisville, KY",Current Employee ,,3,great culture benefits weeks vacation hire long maternity leave good pay,,,4.0,3.0,4.0,3.0,4.0,3.0,Recommends,Positive Outlook,,Yum Brands,0.0,0.0,0.8402,0.0
2233,Mon Nov 21 2016,,, ,,3,,dysfunctional environment frequent corporate restructuring generally old fashioned executive leaders misogynistic sexist tendencies advice management focus 3,,3.0,3.0,2.0,2.0,5.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Yum Brands,0.0,0.0,0.0,0.0
2234,Sun Jan 05 2014,Anonymous,,Former Employee ,,4,strong brand recognition fake diversity joke forever,,,2.0,2.0,2.0,2.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Yum Brands,0.0,0.0,0.34,0.0
2235,Fri Jan 18 2013, Senior District Manager,,Current Employee ,,1,,ways mentor develop diverse leadership team include minorities women 1,ways mentor develop diverse leadership team include minorities women,5.0,4.0,5.0,2.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,Yum Brands,0.0,0.0,0.0,0.0
2236,Wed Nov 14 2012, Director,"Irvine, CA",Former Employee ,,1,,lack leadership transparency diversity inclusion not priority advice management listen lack leadership transparency diversity inclusion not priority advice management listen people,,4.0,3.0,2.0,4.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,Yum Brands,0.0,-0.5574,0.0,0.0
2237,Fri May 14 2010,,"Louisville, KY"," in Louisville, KY",,0,diversity global company growth fast paced nice quality life,,,2.0,3.0,3.0,3.0,3.0,,Doesn't Recommend,,Disapproves of CEO,Yum Brands,0.0,0.0,0.6597,0.0
2238,Thu Nov 12 2009,,"Dallas, TX"," in Dallas, TX",,4,,lower positions obvious doesn't matter addition diversity management looks alike advice management stop promoting people,,5.0,5.0,5.0,3.5,5.0,,Recommends,,Approves of CEO,Yum Brands,0.0,-0.2439,0.0,0.0
2239,Wed Jun 11 2008,,"Louisville, KY","IT Manager in Louisville, KY",,1,great strides creating environment fun job diversity plays big role yum's hiring policies yum puts restaurant,,,4.0,4.5,3.5,4.0,4.0,,Recommends,,Approves of CEO,Yum Brands,0.0,0.0,0.891,0.0
2240,Wed Jun 11 2008,,"Clearwater, FL","Delivery Driver Pizza Hut in Clearwater, FL",,0,,overly stressed bosses expatiations training joke orientation teaches nothing working seems willing help,,2.0,3.0,3.0,2.5,1.0,,Disapproves of CEO,,,Yum Brands,0.0,0.3612,0.0,0.0
2241,Mon Aug 10 2015, Customer Service,Castle Hill,Current Employee ,,0,,turnover rate probably drop little bit treat staff equality trust turnover rate probably drop little bit treat staff equality trust,turnover rate probably drop little bit treat staff equality trust turnover rate probably drop little bit treat staff equality trust,1.0,1.0,3.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Yum Brands,0.0,0.8044,0.0,0.8044
2242,Wed Apr 20 2011,,,Applications Developer ,,0,,lacking professional development lack diversity amongst employees senior management team advice management n,,3.0,3.5,2.0,4.0,2.5,,No opinion of CEO,,,Yum Brands,0.0,-0.3182,0.0,0.0
2243,Thu Aug 27 2020, Management,"Denver, CO",Current Employee ,,4,20 year employee ametek privilege working locations multiple divisions always found,,,5.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,Ametek,0.0,0.0,0.3612,0.0
2244,Wed Jul 10 2019, Staff Member,,Former Employee ,,7,,good ole boy white male dominated organization looking diversity inclusion not organization unethical treatment ole boy white male dominated organization looking diversity inclusion not organization unethical treatment forms,,2.0,1.0,1.0,2.0,4.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,Ametek,0.0,0.8076,0.0,0.0
2245,Sat Oct 12 2019, Manager,"Miami, FL",Former Employee ,,0,ehs quality gender equality salary,,,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,No opinion of CEO,Newmont,0.0,0.0,0.0,0.0
2246,Mon Sep 10 2018,Anonymous,"Battle Mountain, NV",Former Employee ,,1,,supervisors managers obvious hr seems fear messing diversity scared reprisals reprimanding female managers completely unqualified,supervisors managers obvious hr seems fear messing diversity scared reprisals reprimanding female managers completely unqualified,3.0,1.0,1.0,3.0,4.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Newmont,0.0,-0.7269,0.0,-0.7269
2247,Wed Nov 01 2017,Anonymous,"Denver, CO",Current Employee ,,2,promotion learning opportunities company working hard cultural improvements inclusion diversity example work fitness center,,,5.0,4.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,Newmont,0.0,0.0,0.6808,0.0
2248,Sat Sep 16 2017,Anonymous,"Elko, NV",Former Employee ,,1,,long hours not cultural diversity regional offices advice management management changes every year,,4.0,3.0,4.0,2.0,4.0,2.0,Recommends,Positive Outlook,Approves of CEO,Newmont,0.0,0.0,0.0,0.0
2249,Mon Mar 14 2016,,, ,,0,,long hours long commute not family friendly maternity leave paid unpaid advice management invest continuing education,,4.0,,,,,,,,,Newmont,0.0,-0.4268,0.0,0.0
2250,Thu Oct 08 2015, Business Assistant,"Parker, CO",Current Employee ,,3,good benefits great people flexible schedule focused diversity workplace,,,4.0,5.0,5.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,Newmont,0.0,0.0,0.9201,0.0
2251,Tue Jan 12 2021, Sales Associate,"Kennewick, WA",Former Employee ,,0,,treated like royalty managing team car deals favored hispanic salesmen treated new hires like dirt little hands,,1.0,4.0,1.0,1.0,2.0,4.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Lithia Motors,0.0,0.6597,0.0,0.0
2252,Wed Dec 11 2019,Anonymous,,Former Employee ,,1,,long hours little concern family advice management control harassment managers effectively 1,control harassment managers effectively,4.0,1.0,2.0,3.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO,Lithia Motors,0.0,-0.1531,0.0,-0.1531
